x,y
7.48, 0.0
7.6, 0.010101010101010102
7.68, 0.020202020202020204
7.920999999999999, 0.030303030303030304
8.32, 0.04040404040404041
8.36, 0.050505050505050504
8.361, 0.06060606060606061
8.440000000000001, 0.0707070707070707
8.440000000000001, 0.08080808080808081
8.440000000000001, 0.09090909090909091
8.440000000000001, 0.10101010101010101
8.52, 0.1111111111111111
8.52, 0.12121212121212122
8.52, 0.13131313131313133
8.52, 0.1414141414141414
8.600000000000001, 0.15151515151515152
8.64, 0.16161616161616163
8.64, 0.1717171717171717
8.64, 0.18181818181818182
8.68, 0.1919191919191919
8.68, 0.20202020202020202
8.68, 0.21212121212121213
8.92, 0.2222222222222222
8.96, 0.23232323232323232
9.120000000000001, 0.24242424242424243
9.24, 0.25252525252525254
9.28, 0.26262626262626265
9.28, 0.2727272727272727
9.28, 0.2828282828282828
9.28, 0.29292929292929293
9.28, 0.30303030303030304
9.28, 0.31313131313131315
9.28, 0.32323232323232326
9.281, 0.3333333333333333
9.32, 0.3434343434343434
9.36, 0.35353535353535354
9.36, 0.36363636363636365
9.36, 0.37373737373737376
9.361, 0.3838383838383838
9.361, 0.3939393939393939
9.4, 0.40404040404040403
9.4, 0.41414141414141414
9.44, 0.42424242424242425
9.48, 0.43434343434343436
9.48, 0.4444444444444444
9.52, 0.45454545454545453
9.6, 0.46464646464646464
9.84, 0.47474747474747475
9.92, 0.48484848484848486
10.08, 0.494949494949495
10.08, 0.5050505050505051
10.08, 0.5151515151515151
10.12, 0.5252525252525253
10.12, 0.5353535353535354
10.12, 0.5454545454545454
10.12, 0.5555555555555556
10.12, 0.5656565656565656
10.12, 0.5757575757575758
10.121, 0.5858585858585859
10.16, 0.5959595959595959
10.16, 0.6060606060606061
10.16, 0.6161616161616161
10.16, 0.6262626262626263
10.16, 0.6363636363636364
10.16, 0.6464646464646465
10.16, 0.6565656565656566
10.16, 0.6666666666666666
10.16, 0.6767676767676768
10.200000000000001, 0.6868686868686869
10.200000000000001, 0.696969696969697
10.200000000000001, 0.7070707070707071
10.24, 0.7171717171717171
10.24, 0.7272727272727273
10.24, 0.7373737373737373
10.24, 0.7474747474747475
10.28, 0.7575757575757576
10.28, 0.7676767676767676
10.32, 0.7777777777777778
10.32, 0.7878787878787878
10.32, 0.797979797979798
10.32, 0.8080808080808081
10.4, 0.8181818181818182
10.4, 0.8282828282828283
10.4, 0.8383838383838383
10.4, 0.8484848484848485
10.44, 0.8585858585858586
10.441, 0.8686868686868687
10.48, 0.8787878787878788
10.56, 0.8888888888888888
10.76, 0.898989898989899
10.921, 0.9090909090909091
11.0, 0.9191919191919192
11.0, 0.9292929292929293
11.04, 0.9393939393939394
11.08, 0.9494949494949495
11.08, 0.9595959595959596
11.08, 0.9696969696969697
11.120000000000001, 0.9797979797979798
11.120000000000001, 0.98989898989899
11.64, 1.0
